id,leetcode_hours,leetcode_problems,team_size,experience,branch,gaming_hours,instagram_hours,social_skill_points,connections_among_seniors,connections_with_faculty,connections_among_juniors,have_freshman,all_freshman,gender_ratio,event_type,winner
15179,,,3.0,intermediate,CE,8.0,6.0,57.0,0.0,10.0,26.0,0.0,0.0,0.0,dance,0
15180,2.0,86.0,1.0,intermediate,CSE,8.0,0.0,80.0,20.0,,28.0,0.0,0.0,1.0,contest,1
15181,3.0,52.0,4.0,intermediate,CSE,8.0,6.0,54.0,4.0,1.0,2.0,1.0,1.0,0.25,hackathon,1
15182,2.0,45.0,3.0,beginner,ECM,6.0,5.0,42.0,0.0,3.0,20.0,1.0,1.0,1.0,sporting,0
15183,5.0,31.0,,intermediate,ECE,5.0,5.0,40.0,4.0,2.0,3.0,1.0,0.0,1.0,gaming,0
15184,,,4.0,beginner,EE,0.0,0.0,65.0,20.0,0.0,24.0,1.0,1.0,0.0,dance,0
15185,1.0,76.0,2.0,expert,CSE,0.0,0.0,54.0,14.0,7.0,27.0,1.0,0.0,1.0,gaming,1
15186,1.0,52.0,3.0,expert,ECE,6.0,8.0,79.0,4.0,5.0,1.0,0.0,0.0,0.0,hackathon,0
15187,0.0,69.0,4.0,beginner,EE,8.0,5.0,80.0,1.0,8.0,16.0,1.0,0.0,0.25,contest,0
15188,0.0,53.0,,intermediate,CSE,7.0,8.0,24.0,6.0,9.0,13.0,0.0,0.0,0.0,fun,0
15189,0.0,9.0,3.0,intermediate,CSE,7.0,0.0,49.0,16.0,5.0,24.0,0.0,0.0,0.67,singing,1
15190,9.0,80.0,2.0,beginner,ECE,8.0,5.0,47.0,15.0,3.0,23.0,0.0,0.0,1.0,hackathon,0
15191,2.0,41.0,3.0,beginner,ECE,6.0,6.0,25.0,15.0,9.0,25.0,0.0,0.0,0.0,contest,0
15192,6.0,57.0,4.0,beginner,CSE,8.0,8.0,37.0,12.0,10.0,15.0,1.0,0.0,0.75,hackathon,0
15193,2.0,15.0,3.0,beginner,ECM,7.0,5.0,35.0,20.0,4.0,6.0,0.0,0.0,0.33,contest,1
15194,1.0,61.0,4.0,beginner,EE,6.0,7.0,72.0,3.0,5.0,27.0,1.0,1.0,0.0,debate,0
15195,0.0,22.0,3.0,beginner,CE,0.0,5.0,61.0,17.0,8.0,12.0,1.0,1.0,0.33,hackathon,0
15196,8.0,51.0,5.0,beginner,CSE,0.0,,49.0,7.0,0.0,10.0,1.0,0.0,0.6,hackathon,0
15197,2.0,80.0,3.0,expert,ECM,7.0,8.0,39.0,13.0,2.0,3.0,1.0,1.0,0.67,fun,0
15198,3.0,79.0,,beginner,CSE,0.0,,30.0,12.0,4.0,2.0,1.0,0.0,0.5,contest,1
15199,1.0,102.0,5.0,beginner,CSE,6.0,0.0,56.0,58.0,2.0,9.0,0.0,0.0,0.6,contest,0
15200,3.0,54.0,2.0,intermediate,ECE,0.0,5.0,27.0,9.0,6.0,28.0,1.0,1.0,1.0,debate,0
15201,1.0,71.0,4.0,intermediate,MM,8.0,7.0,76.0,5.0,10.0,18.0,0.0,0.0,0.75,other,0
15202,0.0,95.0,3.0,beginner,ME,,0.0,35.0,6.0,2.0,12.0,1.0,0.0,0.0,contest,0
15203,0.0,68.0,2.0,beginner,CSE,6.0,7.0,78.0,3.0,3.0,8.0,0.0,0.0,0.5,contest,0
15204,2.0,81.0,4.0,expert,EE,0.0,5.0,90.0,15.0,5.0,25.0,1.0,1.0,1.0,contest,1
15205,2.0,19.0,,expert,CSE,8.0,0.0,38.0,,7.0,13.0,1.0,0.0,0.5,contest,0
15206,4.0,63.0,1.0,beginner,EE,8.0,0.0,11.0,7.0,2.0,30.0,1.0,0.0,0.0,contest,0
15207,4.0,65.0,1.0,beginner,CSE,0.0,8.0,45.0,4.0,1.0,15.0,1.0,1.0,1.0,contest,0
15208,2.0,72.0,4.0,beginner,ECM,8.0,,53.0,5.0,7.0,7.0,0.0,0.0,0.5,singing,0
15209,1.0,59.0,1.0,intermediate,CSE,6.0,0.0,68.0,2.0,6.0,16.0,1.0,0.0,0.0,hackathon,0
15210,1.0,42.0,3.0,expert,PIE,0.0,5.0,53.0,8.0,5.0,1.0,0.0,0.0,1.0,sporting,0
15211,0.0,56.0,3.0,intermediate,ECM,8.0,0.0,77.0,11.0,8.0,9.0,0.0,0.0,0.33,gaming,1
15212,3.0,57.0,1.0,beginner,ECE,7.0,6.0,42.0,11.0,10.0,9.0,,0.0,1.0,gaming,0
15213,0.0,40.0,3.0,beginner,EE,7.0,0.0,35.0,6.0,5.0,24.0,1.0,0.0,0.33,hackathon,0
15214,5.0,93.0,1.0,beginner,EE,6.0,8.0,62.0,5.0,5.0,0.0,0.0,0.0,1.0,hackathon,0
15215,3.0,21.0,1.0,beginner,ECE,8.0,0.0,30.0,4.0,4.0,20.0,0.0,0.0,1.0,contest,0
15216,1.0,32.0,4.0,expert,CSE,5.0,0.0,31.0,14.0,8.0,30.0,1.0,1.0,0.0,other,0
15217,2.0,95.0,5.0,intermediate,CE,8.0,8.0,45.0,13.0,10.0,15.0,1.0,1.0,0.6,contest,1
15218,0.0,57.0,2.0,intermediate,ME,5.0,6.0,86.0,9.0,3.0,27.0,0.0,0.0,0.5,contest,1
15219,1.0,41.0,3.0,beginner,ECE,6.0,5.0,44.0,6.0,9.0,4.0,1.0,0.0,0.0,hackathon,0
15220,3.0,79.0,5.0,intermediate,PIE,8.0,0.0,56.0,13.0,9.0,1.0,0.0,0.0,0.8,hackathon,0
15221,3.0,56.0,1.0,beginner,MM,,5.0,52.0,10.0,5.0,7.0,0.0,0.0,1.0,hackathon,0
15222,0.0,62.0,1.0,beginner,PIE,5.0,8.0,42.0,15.0,9.0,0.0,0.0,0.0,1.0,sporting,0
15223,20.0,28.0,4.0,intermediate,EE,7.0,6.0,61.0,12.0,,4.0,1.0,0.0,0.0,contest,1
15224,0.0,64.0,3.0,intermediate,CSE,8.0,6.0,63.0,19.0,1.0,9.0,0.0,0.0,0.67,contest,1
15225,4.0,94.0,3.0,expert,CSE,5.0,0.0,33.0,9.0,7.0,11.0,0.0,0.0,0.0,singing,0
15226,1.0,52.0,4.0,beginner,ME,0.0,6.0,40.0,17.0,4.0,14.0,1.0,1.0,0.0,hackathon,0
15227,0.0,45.0,3.0,beginner,MM,6.0,6.0,42.0,,9.0,28.0,1.0,1.0,1.0,sporting,0
15228,0.0,53.0,4.0,intermediate,CSE,7.0,8.0,38.0,20.0,8.0,18.0,1.0,1.0,1.0,contest,0
15229,0.0,42.0,5.0,expert,MM,0.0,0.0,68.0,7.0,4.0,17.0,0.0,0.0,0.4,hackathon,0
15230,0.0,58.0,3.0,expert,CSE,6.0,5.0,35.0,16.0,10.0,22.0,1.0,1.0,0.0,hackathon,0
15231,3.0,82.0,3.0,intermediate,ECE,,0.0,91.0,19.0,2.0,14.0,0.0,0.0,0.0,hackathon,1
15232,3.0,29.0,2.0,expert,CSE,0.0,5.0,8.0,19.0,3.0,3.0,1.0,0.0,0.5,contest,0
15233,0.0,34.0,5.0,beginner,PIE,18.0,7.0,42.0,17.0,8.0,1.0,1.0,1.0,0.2,contest,0
15234,3.0,44.0,5.0,intermediate,ECE,5.0,7.0,48.0,10.0,10.0,26.0,0.0,0.0,0.2,sporting,0
15235,0.0,59.0,5.0,beginner,ECM,7.0,7.0,50.0,12.0,7.0,13.0,1.0,0.0,0.4,sporting,0
15236,0.0,47.0,1.0,intermediate,ME,7.0,0.0,93.0,14.0,9.0,15.0,0.0,0.0,1.0,debate,1
15237,1.0,60.0,5.0,beginner,MM,8.0,8.0,45.0,12.0,6.0,17.0,1.0,1.0,0.4,debate,0
15238,1.0,60.0,3.0,beginner,ECE,7.0,8.0,36.0,6.0,0.0,12.0,1.0,0.0,1.0,gaming,0
15239,1.0,106.0,1.0,beginner,CSE,5.0,0.0,80.0,0.0,2.0,11.0,0.0,0.0,0.0,fun,0
15240,1.0,73.0,4.0,expert,CSE,0.0,0.0,10.0,2.0,4.0,18.0,0.0,0.0,0.5,contest,0
15241,,,5.0,beginner,CE,0.0,5.0,69.0,13.0,5.0,6.0,1.0,1.0,0.2,hackathon,1
15242,1.0,62.0,2.0,beginner,EE,0.0,0.0,11.0,14.0,7.0,0.0,1.0,0.0,0.0,contest,0
15243,0.0,30.0,2.0,beginner,ECM,0.0,0.0,67.0,3.0,3.0,2.0,1.0,1.0,0.5,hackathon,0
15244,1.0,87.0,4.0,intermediate,ECM,7.0,7.0,,2.0,9.0,26.0,1.0,0.0,0.75,contest,0
15245,0.0,46.0,3.0,beginner,ECM,0.0,0.0,58.0,16.0,9.0,23.0,1.0,1.0,0.67,debate,1
15246,0.0,30.0,3.0,beginner,CE,16.0,0.0,29.0,3.0,6.0,,1.0,1.0,1.0,hackathon,0
15247,2.0,58.0,4.0,expert,PIE,7.0,7.0,36.0,12.0,7.0,27.0,1.0,0.0,0.75,contest,1
15248,0.0,52.0,2.0,beginner,CE,6.0,7.0,18.0,12.0,5.0,8.0,1.0,1.0,1.0,sporting,0
15249,4.0,58.0,3.0,beginner,ECM,0.0,0.0,72.0,5.0,5.0,27.0,1.0,0.0,1.0,gaming,1
15250,2.0,50.0,3.0,expert,ECM,6.0,8.0,36.0,18.0,1.0,25.0,0.0,0.0,0.33,contest,0
15251,5.0,45.0,5.0,intermediate,ECE,0.0,6.0,73.0,20.0,0.0,12.0,0.0,0.0,1.0,other,1
15252,0.0,42.0,5.0,expert,ECE,0.0,6.0,27.0,15.0,7.0,30.0,0.0,0.0,0.8,hackathon,0
15253,0.0,15.0,4.0,beginner,MM,5.0,5.0,61.0,12.0,7.0,2.0,0.0,0.0,0.25,hackathon,0
15254,5.0,46.0,5.0,expert,CSE,5.0,0.0,29.0,17.0,9.0,6.0,0.0,0.0,0.6,sporting,0
15255,1.0,70.0,5.0,beginner,PIE,6.0,0.0,33.0,4.0,10.0,24.0,0.0,0.0,1.0,hackathon,0
15256,0.0,42.0,1.0,intermediate,ME,7.0,,35.0,0.0,2.0,27.0,1.0,1.0,0.0,hackathon,0
15257,5.0,53.0,5.0,intermediate,CSE,7.0,6.0,38.0,6.0,0.0,25.0,0.0,0.0,0.2,hackathon,0
15258,4.0,0.0,1.0,expert,CSE,0.0,0.0,71.0,1.0,1.0,20.0,1.0,0.0,0.0,sporting,0
15259,0.0,13.0,3.0,expert,CSE,5.0,0.0,67.0,13.0,8.0,17.0,0.0,0.0,0.33,hackathon,0
15260,1.0,33.0,3.0,expert,CSE,0.0,7.0,41.0,3.0,7.0,0.0,0.0,0.0,0.0,hackathon,0
15261,0.0,63.0,1.0,intermediate,ECE,7.0,6.0,26.0,19.0,7.0,27.0,1.0,1.0,0.0,hackathon,1
15262,6.0,68.0,3.0,expert,CSE,12.0,7.0,42.0,19.0,1.0,24.0,1.0,1.0,0.67,fun,0
15263,0.0,29.0,1.0,beginner,MM,6.0,,43.0,5.0,5.0,21.0,0.0,0.0,1.0,contest,0
15264,2.0,33.0,2.0,intermediate,CSE,0.0,6.0,92.0,7.0,9.0,7.0,0.0,0.0,0.0,singing,1
15265,1.0,53.0,5.0,expert,CE,0.0,0.0,66.0,17.0,3.0,17.0,1.0,1.0,0.0,hackathon,0
15266,0.0,21.0,,intermediate,ECM,0.0,6.0,25.0,20.0,10.0,7.0,0.0,0.0,0.4,singing,0
15267,4.0,40.0,3.0,intermediate,CSE,8.0,0.0,53.0,4.0,2.0,12.0,1.0,1.0,0.0,hackathon,0
15268,1.0,44.0,3.0,expert,CSE,7.0,5.0,12.0,11.0,,6.0,1.0,0.0,0.67,contest,0
15269,5.0,20.0,2.0,expert,ECE,8.0,7.0,39.0,6.0,7.0,15.0,0.0,0.0,0.5,sporting,0
15270,1.0,70.0,2.0,expert,ECE,0.0,0.0,57.0,0.0,5.0,2.0,0.0,,0.0,contest,0
15271,3.0,67.0,1.0,beginner,CSE,5.0,6.0,21.0,6.0,10.0,17.0,1.0,0.0,0.0,debate,0
15272,8.0,74.0,3.0,beginner,CSE,7.0,5.0,91.0,9.0,3.0,14.0,1.0,1.0,1.0,debate,1
15273,0.0,67.0,1.0,beginner,ECM,6.0,6.0,48.0,20.0,4.0,8.0,0.0,0.0,0.0,hackathon,0
15274,3.0,47.0,3.0,expert,ECM,6.0,7.0,15.0,10.0,6.0,27.0,0.0,0.0,1.0,fun,0
15275,4.0,30.0,1.0,intermediate,EE,6.0,0.0,63.0,5.0,3.0,24.0,0.0,0.0,1.0,hackathon,0
15276,0.0,73.0,3.0,intermediate,EE,0.0,6.0,45.0,12.0,9.0,28.0,0.0,0.0,0.33,sporting,0
15277,,,1.0,expert,EE,8.0,8.0,69.0,7.0,1.0,14.0,1.0,1.0,1.0,hackathon,0
15278,5.0,0.0,3.0,intermediate,ECE,5.0,5.0,59.0,8.0,8.0,14.0,0.0,0.0,0.33,singing,0
15279,1.0,36.0,1.0,beginner,ECE,5.0,,70.0,5.0,4.0,20.0,0.0,0.0,1.0,fun,0
15280,0.0,56.0,1.0,beginner,ECE,6.0,6.0,53.0,10.0,3.0,13.0,0.0,0.0,0.0,hackathon,0
15281,0.0,16.0,4.0,beginner,CSE,0.0,5.0,61.0,11.0,3.0,15.0,0.0,0.0,0.5,hackathon,0
15282,,,1.0,intermediate,CSE,8.0,0.0,26.0,10.0,8.0,16.0,0.0,0.0,1.0,gaming,0
15283,,,2.0,intermediate,ECE,8.0,0.0,72.0,18.0,2.0,10.0,1.0,1.0,0.0,sporting,0
15284,0.0,54.0,,expert,ECM,7.0,8.0,44.0,15.0,6.0,,0.0,0.0,0.75,sporting,0
15285,8.0,73.0,1.0,beginner,CSE,6.0,7.0,40.0,82.0,3.0,19.0,0.0,0.0,0.0,hackathon,0
15286,3.0,35.0,4.0,beginner,ECE,6.0,0.0,44.0,2.0,9.0,7.0,1.0,0.0,0.25,sporting,0
15287,2.0,44.0,1.0,beginner,CSE,0.0,5.0,29.0,8.0,0.0,30.0,1.0,1.0,0.0,contest,0
15288,2.0,45.0,2.0,beginner,CE,5.0,7.0,88.0,3.0,,20.0,0.0,0.0,0.5,contest,0
15289,0.0,58.0,5.0,beginner,CSE,0.0,8.0,53.0,17.0,1.0,22.0,0.0,0.0,0.4,contest,0
15290,0.0,49.0,1.0,intermediate,MM,7.0,5.0,68.0,7.0,10.0,25.0,1.0,1.0,1.0,hackathon,0
15291,,,2.0,expert,ECM,0.0,6.0,9.0,4.0,2.0,3.0,1.0,0.0,0.5,other,0
15292,1.0,52.0,3.0,intermediate,ECE,0.0,6.0,61.0,17.0,4.0,9.0,0.0,0.0,0.33,debate,0
15293,0.0,76.0,3.0,beginner,EE,6.0,0.0,77.0,3.0,2.0,2.0,0.0,0.0,0.67,sporting,0
15294,0.0,56.0,5.0,beginner,CSE,5.0,6.0,12.0,18.0,6.0,4.0,1.0,1.0,0.4,sporting,0
15295,5.0,79.0,3.0,beginner,ECM,7.0,5.0,14.0,20.0,6.0,19.0,0.0,0.0,1.0,hackathon,0
15296,0.0,62.0,4.0,beginner,ECE,6.0,0.0,78.0,20.0,8.0,0.0,0.0,0.0,0.75,contest,1
15297,0.0,50.0,3.0,beginner,EE,8.0,0.0,66.0,12.0,7.0,4.0,1.0,0.0,0.67,singing,0
15298,0.0,13.0,3.0,beginner,CE,5.0,0.0,33.0,18.0,4.0,12.0,0.0,0.0,0.67,hackathon,0
15299,0.0,58.0,3.0,expert,MM,8.0,0.0,66.0,,2.0,8.0,0.0,0.0,0.0,hackathon,0
15300,0.0,34.0,5.0,expert,CSE,7.0,6.0,81.0,7.0,0.0,13.0,0.0,0.0,1.0,hackathon,1
15301,10.0,74.0,3.0,intermediate,ECE,0.0,8.0,60.0,19.0,10.0,17.0,1.0,0.0,0.67,fun,1
15302,2.0,64.0,5.0,beginner,MM,0.0,0.0,,16.0,3.0,10.0,0.0,0.0,0.6,gaming,1
15303,0.0,72.0,1.0,beginner,CSE,7.0,7.0,79.0,14.0,10.0,16.0,1.0,,1.0,debate,1
15304,1.0,62.0,2.0,intermediate,CSE,5.0,7.0,79.0,18.0,8.0,0.0,1.0,1.0,1.0,hackathon,1
15305,3.0,57.0,1.0,intermediate,ECM,0.0,0.0,72.0,6.0,10.0,12.0,1.0,1.0,0.0,dance,0
15306,0.0,82.0,2.0,beginner,CE,5.0,8.0,47.0,0.0,1.0,10.0,0.0,0.0,0.0,contest,0
15307,2.0,53.0,2.0,intermediate,ME,7.0,0.0,55.0,18.0,5.0,23.0,0.0,0.0,1.0,sporting,0
15308,0.0,58.0,3.0,beginner,CSE,0.0,5.0,62.0,7.0,6.0,12.0,0.0,0.0,0.33,contest,1
15309,3.0,56.0,5.0,beginner,ECM,0.0,0.0,49.0,2.0,2.0,15.0,,0.0,0.6,hackathon,0
15310,0.0,31.0,3.0,intermediate,ME,7.0,5.0,84.0,12.0,4.0,11.0,0.0,0.0,0.33,dance,0
15311,0.0,49.0,3.0,beginner,CSE,7.0,8.0,51.0,10.0,9.0,4.0,0.0,0.0,0.33,dance,0
15312,1.0,71.0,5.0,beginner,ECE,0.0,0.0,43.0,12.0,10.0,18.0,0.0,0.0,0.6,fun,0
15313,1.0,25.0,1.0,intermediate,ECM,0.0,6.0,39.0,9.0,2.0,10.0,1.0,1.0,1.0,contest,1
15314,2.0,27.0,5.0,expert,ME,6.0,7.0,33.0,6.0,9.0,7.0,1.0,1.0,0.6,sporting,0
15315,,,5.0,beginner,CE,6.0,6.0,56.0,8.0,3.0,19.0,1.0,1.0,1.0,sporting,0
15316,0.0,94.0,1.0,beginner,PIE,0.0,8.0,46.0,3.0,2.0,27.0,0.0,0.0,0.0,contest,0
15317,0.0,51.0,1.0,expert,PIE,5.0,5.0,32.0,7.0,9.0,18.0,0.0,0.0,0.0,gaming,0
15318,1.0,62.0,3.0,intermediate,CSE,6.0,6.0,4.0,2.0,0.0,26.0,1.0,1.0,0.0,hackathon,1
15319,1.0,52.0,5.0,beginner,ECE,0.0,,78.0,3.0,4.0,9.0,0.0,0.0,0.0,contest,0
15320,0.0,66.0,3.0,beginner,CE,5.0,6.0,46.0,18.0,3.0,27.0,0.0,0.0,0.67,other,0
15321,1.0,69.0,,beginner,PIE,6.0,5.0,83.0,20.0,3.0,5.0,1.0,1.0,0.4,sporting,1
15322,2.0,47.0,1.0,intermediate,CE,0.0,0.0,87.0,17.0,9.0,19.0,1.0,1.0,1.0,contest,1
15323,4.0,84.0,3.0,beginner,PIE,7.0,8.0,84.0,17.0,8.0,14.0,1.0,1.0,0.0,dance,1
15324,0.0,48.0,5.0,beginner,ECM,0.0,7.0,40.0,13.0,3.0,15.0,1.0,1.0,0.6,fun,0
15325,1.0,36.0,1.0,beginner,CSE,7.0,6.0,37.0,20.0,10.0,13.0,0.0,0.0,1.0,debate,0
15326,10.0,55.0,3.0,beginner,CSE,,7.0,76.0,13.0,0.0,24.0,1.0,0.0,0.33,contest,0
15327,3.0,38.0,1.0,expert,MM,0.0,5.0,,13.0,0.0,1.0,1.0,0.0,0.0,gaming,0
15328,0.0,66.0,3.0,beginner,EE,5.0,0.0,35.0,19.0,6.0,6.0,1.0,1.0,0.67,other,0
15329,1.0,85.0,5.0,expert,CSE,8.0,0.0,52.0,1.0,6.0,4.0,1.0,0.0,1.0,fun,0
15330,3.0,60.0,5.0,intermediate,EE,7.0,6.0,40.0,6.0,8.0,1.0,0.0,0.0,0.8,dance,0
15331,1.0,21.0,3.0,beginner,MM,6.0,,1.0,7.0,7.0,4.0,0.0,0.0,0.33,gaming,0
15332,,,2.0,expert,CSE,5.0,8.0,88.0,7.0,8.0,16.0,1.0,1.0,0.0,hackathon,1
15333,0.0,44.0,5.0,intermediate,ECE,7.0,0.0,33.0,17.0,7.0,23.0,0.0,0.0,1.0,other,0
15334,0.0,47.0,1.0,intermediate,CSE,8.0,0.0,31.0,11.0,9.0,9.0,0.0,0.0,0.0,gaming,0
15335,0.0,37.0,5.0,expert,ECM,7.0,8.0,82.0,5.0,2.0,11.0,1.0,0.0,0.0,contest,0
15336,0.0,34.0,,beginner,EE,,5.0,18.0,12.0,5.0,16.0,0.0,0.0,0.25,hackathon,0
15337,10.0,48.0,1.0,beginner,CSE,7.0,0.0,23.0,12.0,9.0,0.0,0.0,0.0,1.0,hackathon,0
15338,8.0,42.0,4.0,beginner,CSE,7.0,6.0,23.0,2.0,2.0,26.0,0.0,0.0,0.75,hackathon,0
15339,0.0,47.0,4.0,expert,MM,6.0,6.0,97.0,7.0,7.0,13.0,0.0,0.0,0.0,hackathon,0
15340,4.0,16.0,1.0,intermediate,ECE,5.0,8.0,73.0,18.0,8.0,15.0,0.0,0.0,0.0,hackathon,0
15341,,,2.0,intermediate,CE,8.0,0.0,5.0,10.0,3.0,15.0,1.0,0.0,0.0,hackathon,0
15342,0.0,40.0,5.0,beginner,ECE,0.0,0.0,69.0,4.0,10.0,13.0,1.0,0.0,1.0,hackathon,0
15343,6.0,24.0,1.0,intermediate,CSE,5.0,7.0,56.0,10.0,2.0,15.0,1.0,0.0,0.0,contest,1
15344,1.0,61.0,3.0,beginner,CSE,0.0,0.0,73.0,4.0,7.0,23.0,0.0,0.0,0.0,dance,1
15345,0.0,66.0,3.0,intermediate,CE,6.0,0.0,17.0,4.0,1.0,7.0,1.0,1.0,0.0,contest,0
15346,2.0,90.0,1.0,intermediate,ECM,7.0,0.0,41.0,16.0,10.0,15.0,0.0,0.0,1.0,sporting,0
15347,3.0,56.0,1.0,beginner,EE,7.0,8.0,69.0,3.0,8.0,5.0,0.0,0.0,0.0,hackathon,0
15348,0.0,54.0,5.0,intermediate,CSE,0.0,8.0,80.0,2.0,5.0,14.0,1.0,1.0,0.2,other,0
15349,3.0,61.0,1.0,beginner,MM,7.0,7.0,93.0,17.0,2.0,19.0,0.0,0.0,0.0,contest,0
15350,8.0,78.0,3.0,beginner,EE,0.0,0.0,32.0,9.0,1.0,30.0,0.0,0.0,0.33,dance,0
15351,1.0,43.0,,expert,EE,7.0,0.0,16.0,12.0,2.0,17.0,1.0,0.0,0.5,hackathon,0
15352,0.0,75.0,5.0,expert,ECM,0.0,5.0,52.0,7.0,1.0,30.0,1.0,0.0,0.2,contest,0
15353,2.0,70.0,1.0,expert,EE,0.0,0.0,68.0,8.0,6.0,11.0,1.0,0.0,0.0,contest,0
15354,0.0,70.0,3.0,intermediate,CSE,5.0,6.0,47.0,16.0,4.0,30.0,0.0,0.0,1.0,dance,0
15355,0.0,32.0,2.0,beginner,EE,0.0,0.0,66.0,10.0,2.0,23.0,1.0,0.0,0.5,hackathon,1
15356,1.0,9.0,2.0,intermediate,PIE,7.0,5.0,66.0,11.0,9.0,0.0,1.0,0.0,0.5,contest,0
15357,3.0,29.0,3.0,intermediate,ME,6.0,0.0,73.0,8.0,10.0,10.0,0.0,0.0,0.67,other,0
15358,0.0,68.0,1.0,expert,ME,8.0,8.0,52.0,17.0,4.0,30.0,0.0,0.0,1.0,contest,0
15359,1.0,62.0,2.0,expert,CSE,0.0,5.0,60.0,5.0,1.0,3.0,0.0,0.0,1.0,hackathon,0
15360,1.0,19.0,4.0,intermediate,ME,7.0,5.0,54.0,9.0,3.0,23.0,0.0,0.0,0.5,sporting,0
15361,1.0,70.0,4.0,beginner,CSE,5.0,5.0,9.0,16.0,6.0,7.0,0.0,0.0,0.25,debate,0
15362,5.0,45.0,3.0,intermediate,CSE,6.0,8.0,51.0,,1.0,30.0,0.0,0.0,1.0,hackathon,0
15363,1.0,23.0,2.0,intermediate,ECE,8.0,0.0,62.0,9.0,4.0,26.0,1.0,1.0,0.0,gaming,0
15364,0.0,85.0,2.0,beginner,CSE,0.0,8.0,35.0,17.0,6.0,15.0,1.0,1.0,0.0,fun,0
15365,2.0,44.0,3.0,intermediate,EE,5.0,0.0,25.0,14.0,7.0,25.0,1.0,0.0,0.67,dance,0
15366,0.0,72.0,1.0,expert,ECE,0.0,6.0,11.0,19.0,6.0,11.0,0.0,0.0,0.0,debate,0
15367,2.0,40.0,1.0,expert,CSE,0.0,8.0,70.0,0.0,9.0,9.0,0.0,0.0,1.0,other,0
15368,2.0,31.0,4.0,beginner,ECE,0.0,5.0,43.0,14.0,3.0,25.0,1.0,1.0,0.5,debate,0
15369,0.0,38.0,2.0,beginner,ME,0.0,6.0,55.0,16.0,7.0,10.0,1.0,0.0,1.0,contest,0
15370,3.0,38.0,5.0,intermediate,ECE,7.0,8.0,80.0,14.0,8.0,16.0,0.0,0.0,1.0,hackathon,1
15371,1.0,5.0,3.0,beginner,EE,5.0,7.0,,8.0,7.0,1.0,1.0,0.0,0.33,singing,0
15372,2.0,36.0,4.0,beginner,EE,,,41.0,13.0,10.0,27.0,1.0,0.0,1.0,gaming,0
15373,0.0,52.0,5.0,beginner,ME,7.0,0.0,68.0,10.0,8.0,13.0,1.0,1.0,1.0,hackathon,0
15374,1.0,60.0,1.0,intermediate,ECE,0.0,8.0,61.0,13.0,2.0,5.0,1.0,1.0,1.0,hackathon,0
15375,0.0,40.0,3.0,intermediate,MM,8.0,0.0,46.0,17.0,6.0,0.0,0.0,0.0,1.0,sporting,0
15376,1.0,74.0,3.0,beginner,ECE,8.0,6.0,34.0,2.0,0.0,3.0,1.0,1.0,0.0,hackathon,0
15377,0.0,46.0,1.0,beginner,ECE,5.0,5.0,77.0,1.0,7.0,11.0,0.0,0.0,1.0,hackathon,0
15378,4.0,46.0,5.0,beginner,ECE,6.0,0.0,81.0,6.0,8.0,28.0,0.0,0.0,0.6,contest,1
15379,0.0,43.0,3.0,beginner,ECE,5.0,0.0,54.0,12.0,3.0,6.0,0.0,,0.0,sporting,1
15380,0.0,59.0,5.0,beginner,CE,6.0,0.0,30.0,10.0,3.0,3.0,0.0,0.0,0.6,other,0
15381,4.0,31.0,5.0,intermediate,ECE,7.0,8.0,55.0,13.0,9.0,,1.0,0.0,0.6,hackathon,1
15382,0.0,55.0,4.0,beginner,ME,0.0,0.0,84.0,1.0,1.0,30.0,1.0,0.0,0.25,other,1
15383,0.0,81.0,2.0,beginner,ME,8.0,5.0,25.0,2.0,7.0,27.0,0.0,0.0,0.5,dance,0
15384,3.0,55.0,4.0,expert,ECE,0.0,7.0,27.0,18.0,9.0,21.0,1.0,0.0,0.75,sporting,0
15385,0.0,42.0,3.0,expert,ME,0.0,5.0,77.0,11.0,1.0,9.0,1.0,1.0,0.0,contest,1
15386,0.0,68.0,4.0,beginner,ECM,7.0,5.0,49.0,2.0,0.0,5.0,1.0,1.0,0.0,sporting,0
15387,2.0,56.0,1.0,intermediate,ECE,7.0,7.0,32.0,19.0,10.0,0.0,0.0,0.0,1.0,fun,0
15388,2.0,43.0,5.0,expert,ECM,17.0,8.0,82.0,3.0,7.0,28.0,1.0,0.0,0.4,hackathon,0
15389,10.0,91.0,5.0,beginner,CSE,6.0,0.0,61.0,19.0,5.0,3.0,0.0,0.0,0.8,hackathon,1
15390,2.0,69.0,3.0,beginner,CE,0.0,8.0,40.0,18.0,2.0,11.0,1.0,1.0,1.0,singing,0
15391,0.0,46.0,1.0,intermediate,CE,5.0,7.0,25.0,12.0,9.0,13.0,1.0,1.0,0.0,dance,0
15392,2.0,74.0,3.0,beginner,ME,8.0,6.0,32.0,2.0,1.0,7.0,1.0,0.0,0.33,gaming,0
15393,1.0,62.0,1.0,intermediate,ECE,8.0,5.0,57.0,16.0,8.0,23.0,0.0,0.0,1.0,fun,0
15394,0.0,72.0,2.0,intermediate,CSE,15.0,5.0,85.0,12.0,3.0,2.0,0.0,0.0,0.0,gaming,1
15395,0.0,27.0,4.0,beginner,EE,5.0,6.0,21.0,19.0,3.0,15.0,1.0,1.0,0.0,contest,0
15396,0.0,33.0,1.0,intermediate,ECM,6.0,6.0,69.0,8.0,4.0,11.0,1.0,0.0,0.0,hackathon,0
